Arma Leve Cortante,Arma,Ordinário,"Leve Cortante. 1d6 Cortante (Destreza). Atacar(1), Arremessar(1). Requisito: Destreza ≥ 12. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.",,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Leve Perfurante,Arma,Ordinário,"Leve Perfurante. 1d6 Perfurante (Destreza). Atacar(1), Arremessar(1). Requisito: Destreza ≥ 12. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado.",,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Leve Ágil,Arma,Ordinário,"Leve Ágil. 1d8 Cortante, Perfurante ou Contundente (Destreza). Atacar(1). Requisito: Destreza ≥ 14. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano.",,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Marcial Longa,Arma,Ordinário,"Marcial Longa. 2d10 Perfurante (Força). Atacar(2). Requisito: Treinado em Armas Marciais. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado. 1x/turno não custa Stamina.",,2d10+10,"Loja, Drop",Ferraria,2x Madeira Comum,,,,,,,,,,,,,,,,,,,,
Arma Marcial Pesada,Arma,Ordinário,Marcial Pesada. 2d10 Contundente (Força). Atacar(2). Requisito: Treinado em Armas Marciais. Efeito: Desorientar (2 Stamina): seu próximo ataque aplica Desorientado no acerto. 1x/turno não custa Stamina.,,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Marcial Precisa,Arma,Ordinário,Marcial Precisa. 1d8 Cortante (Destreza). Atacar(1). Requisito: Treinado em Armas Marciais. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano. 1x/turno não custa Stamina.,,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Marcial Versátil,Arma,Ordinário,"Marcial Versátil. 1d8 Cortante, Perfurante ou Contundente (Destreza). Atacar(1). Requisito: Treinado em Armas Marciais. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto. 1x/turno não custa Stamina.",,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Pesada Brutal,Arma,Ordinário,"Pesada Brutal. 2d12 Cortante, Perfurante ou Contundente (Força). Atacar(3). Requisito: Força ≥ 14. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano.",,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Pesada Contundente,Arma,Ordinário,Pesada Contundente. 1d12 Contundente (Força). Atacar(2). Requisito: Força ≥ 12. Efeito: Desorientar (2 Stamina): seu próximo ataque aplica Desorientado no acerto.,,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Pesada Cortante,Arma,Ordinário,Pesada Cortante. 1d12 Cortante (Força). Atacar(2). Requisito: Força ≥ 12. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.,,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Arma Pesada Perfurante,Arma,Ordinário,"Pesada Perfurante. 1d12 Perfurante (Força). Atacar(2). Requisito: Força ≥ 12. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado.",,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Foco de Abjuração,Arma,Ordinário,Foco Místico (Abjuração). Permite canalizar magias da escola de Abjuração. Requer Treinado em Místico. Sem bônus.,,2d10+10,"Loja, Drop",Não-craftável,,Foco/Abjuração,,,,,,,,,,,,,,,,,,,
Foco de Alteração,Arma,Ordinário,Foco Místico (Alteração). Permite canalizar magias da escola de Alteração. Requer Treinado em Místico. Sem bônus.,,2d10+10,"Loja, Drop",Não-craftável,,Foco/Alteração,,,,,,,,,,,,,,,,,,,
Foco de Conhecimento,Arma,Ordinário,Foco Místico (Conhecimento). Permite canalizar magias da escola de Conhecimento. Requer Treinado em Místico. Sem bônus.,,2d10+10,"Loja, Drop",Não-craftável,,Foco/Conhecimento,,,,,,,,,,,,,,,,,,,
Foco de Destruição,Arma,Ordinário,Foco Místico (Destruição). Permite canalizar magias da escola de Destruição. Requer Treinado em Místico. Sem bônus.,,2d10+10,"Loja, Drop",Não-craftável,,Foco/Destruição,,,,,,,,,,,,,,,,,,,
Armadura de Couro,Armadura,Ordinário,[Pesada] Ar 2. Sem penalidade.,,2d10+10,"Loja, Drop",Ferraria,2x Couro de Caça,,,,,,,,,,,,,,,,,,,,
Braçadeiras de Couro,Armadura,Ordinário,"[Leve] Ae(Cortante, 2).",,2d10+10,"Loja, Drop",Ferraria,1x Couro de Caça,,,,,,,,,,,,,,,,,,,,
Capacete de Ferro,Armadura,Ordinário,"[Leve] Ae(Contundente, 3).",,2d10+10,"Loja, Drop",Ferraria,1x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Cota de Malha,Armadura,Ordinário,"[Pesada] Ar 3. -1,5m Movimento.",,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Gambeson,Armadura,Ordinário,[Pesada] Ar 2. Sem penalidade. Acolchoado.,,2d10+10,"Loja, Drop",Ferraria,2x Tecido Resistente,,,,,,,,,,,,,,,,,,,,
Peitoral de Ferro,Armadura,Ordinário,[Pesada] Ar 4. -3 m Movimento. -2 Furtividade.,,2d10+10,"Loja, Drop",Ferraria,2x Barra de Ferro,,,,,,,,,,,,,,,,,,,,
Agasalho de Pele,Bugiganga,Ordinário,Proteção contra frio. Concede vantagem em testes de Fortitude em testes relacionados a frio. Não conta como armadura.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Tecido Resistente,Sobrevivência,,,,,,,,,,,,,,,,,,,
Anzol + Linha,Bugiganga,Ordinário,Kit de pesca básico. Permite teste de Sobrevivência CD 12 para obter comida em água.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Tecido Resistente,Sobrevivência,,,,,,,,,,,,,,,,,,,
Apito,Bugiganga,Ordinário,Sinal sonoro audível a até 300m. Coordena grupo ou alerta.,,2d10+10,Loja,Engenharia,1x Peça Mecânica,Sinalização,,,,,,,,,,,,,,,,,,,
Bolsa de Couro,Bugiganga,Ordinário,Bolsa funcional. Adiciona +2 de capacidade de bugigangas.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Tecido Resistente,Armazenamento,,,,,,,,,,,,,,,,,,,
Chave Simples,Bugiganga,Ordinário,Chave que abre algo. Só resta achar a fechadura.,,2d10+10,Drop CR≤2,Engenharia,1x Peça Mecânica,Crime,,,,,,,,,,,,,,,,,,,
Conta-gotas de Purificação,Bugiganga,Ordinário,Purifica 1 litro de água. 3 usos por descanso longo.,,2d10+10,Loja,Engenharia,1x Peça Mecânica,Utilidade,,,,,,,,,,,,,,,,,,,
Corda (5m),Bugiganga,Ordinário,Corda funcional de fibra natural. Aguenta ~200kg. 5 metros.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Peça Mecânica,Travessia,,,,,,,,,,,,,,,,,,,
Espelho Comunicante (Quebrado),Bugiganga,Ordinário,Fragmento. Mostra reflexos de 5 min atrás.,,2d10+10,Loja,Engenharia,1x Peça Mecânica,Utilidade,,,,,,,,,,,,,,,,,,,
Espelho Pequeno,Bugiganga,Ordinário,Útil para ver atrás de cantos sem se expor… e se checar de vez em quando. Concede +2 em Convencimento.,,2d10+10,Loja,Engenharia,1x Peça Mecânica,Exploração,,,,,,,,,,,,,,,,,,,
Ferramentas de Escoteiro,Bugiganga,Ordinário,Gera 1 Comida por descanso longo.,,2d10+10,Loja,Engenharia,1x Peça Mecânica,Utilidade,,,,,,,,,,,,,,,,,,,
Frasco Vazio,Bugiganga,Ordinário,Frasco de vidro reutilizável para alquimia ou armazenamento. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Tecido Resistente,Armazenamento,,,,,,,,,,,,,,,,,,,
Giz,Bugiganga,Ordinário,Marca caminhos em dungeons/superfícies. Essencial para não se perder. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Peça Mecânica,Exploração,,,,,,,,,,,,,,,,,,,
Giz Luminescente,Bugiganga,Ordinário,Traços brilham no escuro por 24h. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,Loja,Engenharia,1x Peça Mecânica,Utilidade,,,,,,,,,,,,,,,,,,,
Isqueiro de Pedra,Bugiganga,Ordinário,Pederneira. Acende fogo em 1 minuto sem teste.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Madeira Comum,Luz,,,,,,,,,,,,,,,,,,,
Kit de Ferramentas Básico,Bugiganga,Ordinário,Kit completo que permite testes de Ofício sem treinamento na perícia.,,2d10+10,"Drop CR≥3, Loja",Engenharia,1x Peça Mecânica,Ferramentas,,,,,,,,,,,,,,,,,,,
Manta Térmica,Bugiganga,Ordinário,Proteção contra frio noturno. Eleva a qualidade de um descanso ao ar livre em 1 nível.,,2d10+10,Loja,Engenharia,1x Tecido Resistente,Sobrevivência,,,,,,,,,,,,,,,,,,,
Pedra Aquecedora,Bugiganga,Ordinário,"Pedra que esquenta ao toque. Previne frio (conforto, não armadura).",,2d10+10,Loja,Engenharia,1x Peça Mecânica,Utilidade,,,,,,,,,,,,,,,,,,,
Pena Auto-Escrevente,Bugiganga,Ordinário,Transcreve voz em texto. 10 min por descanso longo.,,2d10+10,Loja,Engenharia,1x Peça Mecânica,Utilidade,,,,,,,,,,,,,,,,,,,
Saco de Dormir,Bugiganga,Ordinário,Eleva a qualidade de um descanso ao ar livre em 1 nível.,,2d10+10,Loja,Engenharia,1x Tecido Resistente,Armazenamento,,,,,,,,,,,,,,,,,,,
Selo Simples,Bugiganga,Ordinário,Selo de cera genérico. Pode falsificar documentos simples (teste de Engação aplicável).,,2d10+10,Drop CR≤2,Engenharia,1x Tecido Resistente,Escrita,,,,,,,,,,,,,,,,,,,
Sino Pequeno,Bugiganga,Ordinário,Serve como alarme improvisado quando preso a fio/porta.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Peça Mecânica,Sinalização,,,,,,,,,,,,,,,,,,,
Tinta + Pena,Bugiganga,Ordinário,Kit de escrita com tinta para ~10 páginas.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Tecido Resistente,Escrita,,,,,,,,,,,,,,,,,,,
Tocha (x2),Bugiganga,Ordinário,2 tochas. Cada uma fornece luz por 4 horas em raio de 6m. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Madeira Comum,Luz,,,,,,,,,,,,,,,,,,,
Vela de Sebo,Bugiganga,Ordinário,Luz fraca por 8h cada. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Madeira Comum,Luz,,,,,,,,,,,,,,,,,,,
Óleo Comum (frasco),Bugiganga,Ordinário,Pode lubrificar mecanismos ou alimentar lanterna por 8h. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Tecido Resistente,Sobrevivência,,,,,,,,,,,,,,,,,,,
Atadura Limpa,Consumível,Ordinário,Retira a condição Sangramento como 1 ação. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Não-craftável,,"Curativo, Utilidade",,,,,,,,,,,,,,,,,,,
Bandagem Encharcada,Consumível,Ordinário,Recupera 1d4 de Saúde. Sem bônus de atributo. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Loja, Drop",Não-craftável,,,Pano embebido em ervas baratas.,,,,,,,,,,,,,,,,,,
Bomba de Fumaça Caseira,Consumível,Ordinário,Cria nuvem de 3m de obscurecimento por 3 rodadas.,,2d10+10,"Loja, Drop",Não-craftável,,,Enxofre e serragem.,,,,,,,,,,,,,,,,,,
Cantil,Consumível,Ordinário,Armazena água limpa para 1 dia de hidratação. Necessária em viagens longas.,,2d10+10,"Drop CR≤2, Loja",Não-craftável,,Utilidade,,,,,,,,,,,,,,,,,,,
Casca de Raiz,Consumível,Ordinário,"Sacia como refeição completa (substitui Comida em um descanso). Ao dormir após consumir, sonha fragmentos do Sonhador. Uso repetido cria vínculo onírico permanente (ver Substâncias da Grande Árvore). Empilhável: pesa 1 bugiganga a cada 10 unidades.",Substitui uma refeição (Comida) em um descanso. Dizem que altera o sono de quem a consome com frequência.,2d10+10,"Drop CR≤2, Único/Quest",Não-craftável,,"Uso Único, Utilidade","Casca das raízes expostas da Vhelor. Comestível, abundante perto da árvore — e perturbadora a longo prazo.",,,,,,,,,,,,,,,,,,
Chá de Ervas Amargas,Consumível,Ordinário,Remove Enjoado. 50% de chance de remover Envenenado não-mágico.,,2d10+10,"Loja, Drop",Não-craftável,,,Infusão popular contra mal-estar.,,,,,,,,,,,,,,,,,,
Comida (1 porção),Consumível,Ordinário,Alimenta 1 pessoa por 1 dia. Necessária para descanso longo. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Não-craftável,,"Uso Único, Utilidade",,,,,,,,,,,,,,,,,,,
Coquetel Incendiário,Consumível,Ordinário,Arremesso 6m. 1d6 Fogo em alvo único. 25% de chance de aplicar Em Chamas.,,2d10+10,"Loja, Drop",Não-craftável,,,Garrafa com pano e óleo barato.,,,,,,,,,,,,,,,,,,
Erva Medicinal,Consumível,Ordinário,Usada em um teste de Medicina CD 10 para conceder 1d4+2 de Saude. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Não-craftável,,"Curativo, Utilidade",,,,,,,,,,,,,,,,,,,
Frasco de Vitríolo,Consumível,Ordinário,Arremesso 6m. 1d6 Ácido. Ignora 1 de Armadura(Ar).,,2d10+10,"Loja, Drop",Não-craftável,,,Ácido industrial diluído.,,,,,,,,,,,,,,,,,,
Goles de Aguardente,Consumível,Ordinário,"Recupera 1d4 de Stamina. Em seguida, -1 em testes de Percepção por 1 cena.",,2d10+10,"Loja, Drop",Não-craftável,,,Bebida forte de taverna.,,,,,,,,,,,,,,,,,,
Pergaminho — Alarme,Consumível,Ordinário,"1 uso: conjura Alarme (magia de Conhecimento, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Armadura do Oblívio,Consumível,Ordinário,"1 uso: conjura Armadura do Oblívio (magia de Abjuração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Dardo Arcano,Consumível,Ordinário,"1 uso: conjura Dardo Arcano (magia de Destruição, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Detectar Magia,Consumível,Ordinário,"1 uso: conjura Detectar Magia (magia de Conhecimento, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Disfarce Ilusório,Consumível,Ordinário,"1 uso: conjura Disfarce Ilusório (magia de Alteração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Entender Ser,Consumível,Ordinário,"1 uso: conjura Entender Ser (magia de Conhecimento, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Escudo Telecinético,Consumível,Ordinário,"1 uso: conjura Escudo Telecinético (magia de Abjuração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Estimulante Místico,Consumível,Ordinário,"1 uso: conjura Estimulante Místico (magia de Alteração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Incinerar Área,Consumível,Ordinário,"1 uso: conjura Incinerar Área (magia de Destruição, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Língua Mística,Consumível,Ordinário,"1 uso: conjura Língua Mística (magia de Conhecimento, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Maldição do Peso,Consumível,Ordinário,"1 uso: conjura Maldição do Peso (magia de Alteração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Mensagem,Consumível,Ordinário,"1 uso: conjura Mensagem (magia de Conhecimento, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Conhecimento,,,,,,,,,,,,,,,,,,,
Pergaminho — Mão Mágica,Consumível,Ordinário,"1 uso: conjura Mão Mágica (magia de Alteração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
